MonthlyBudget,Period1,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,Period12,GLAccountNumber,FiscalYear,BudgetType,JobNumber
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8139
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8140
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8142
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8143
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8144
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8145
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8146
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8147
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8148
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8149
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8150
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8151
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8152
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8153
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8154
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8155
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8156
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8157
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8158
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8159
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8160
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8161
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8162
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8163
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8164
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8165
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8166
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8167
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8168
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8169
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8170
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8171
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8172
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8173
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8174
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8175
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8176
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8177
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8178
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8179
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8180
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8181
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8182
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8183
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8184
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8185
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8186
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8187
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8188
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8189
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8190
225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,225.0000,4021,2016,Other,8191
124.0000,124.0000,124.0000,124.0000,124.0000,124.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4090,2016,Supplies,9001
124.0000,124.0000,124.0000,124.0000,124.0000,124.0000,124.0000,124.0000,124.0000,124.0000,124.0000,124.0000,124.0000,4090,2017,Supplies,9001
